         1517261 function calls (1488817 primitive calls) in 60.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       88    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\cuda\_utils.py:9(_get_device_index)
      184    0.001    0.000    0.007    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_tensor.py:1037(__iter__)
     3145    0.001    0.000    0.007    0.000 C:\Users\ASUS\.conda\envs\env\lib\tokenize.py:98(_compile)
  325/185    0.001    0.000    0.082    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_jit_internal.py:487(fn)
     1049    0.001    0.000    0.043    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
      766    0.001    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
       22    0.001    0.000    0.003    0.000 C:\Users\ASUS\.conda\envs\env\lib\collections\__init__.py:345(namedtuple)
       47    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\library.py:113(impl)
      270    0.001    0.000    0.020    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\util\_decorators.py:363(decorator)
     1486    0.001    0.000    0.020    0.000 <frozen importlib._bootstrap>:385(cached)
     3169    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\types.py:171(__get__)
     2625    0.001    0.000    0.069    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_dynamo\utils.py:557(unwrap_if_wrapper)
      140    0.001    0.000   50.829    0.363 C:\Users\ASUS\.conda\envs\env\lib\site-packages\colorama\ansitowin32.py:177(write_and_convert)
        4    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
       90    0.001    0.000    0.156    0.002 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\container.py:215(forward)
        1    0.001    0.001    0.002    0.002 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_decomp\__init__.py:192(get_decompositions)
      873    0.001    0.000    0.007    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:677(__init__)
       53    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_ops.py:547(__init__)
     2654    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
     3445    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:152(__init__)
       10    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\library.py:80(define)
      534    0.001    0.000    0.001    0.000 {method 'translate' of 'str' objects}
     1228    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1346(_path_importer_cache)
      106    0.001    0.000    0.005    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:909(__getitem__)
     3310    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:878(__exit__)
     1859    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\enum.py:358(__call__)
      577    0.001    0.000    0.005    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\registration.py:296(wrapper)
     1512    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\arrayprint.py:739(_extendLine)
     1514    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\module.py:2322(named_children)
      480    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:232(_remove_dups_flatten)
     1278    0.001    0.000    0.001    0.000 {built-in method sys.intern}
       57    0.001    0.000    0.070    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\conv.py:70(__init__)
      140    0.001    0.000    0.078    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\functional.py:990(_return_output)
       14    0.001    0.000    0.075    0.005 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\utils\ops.py:823(convert_torch2numpy_batch)
     3231    0.001    0.000    0.091    0.000 C:\Users\ASUS\.conda\envs\env\lib\re.py:250(compile)
      140    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\copy.py:242(_keep_alive)
1282/1280    0.001    0.000    0.001    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
        1    0.001    0.001    0.263    0.263 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\nn\tasks.py:172(fuse)
    271/1    0.001    0.000    0.003    0.003 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\module.py:2517(__repr__)
   147/66    0.001    0.000    0.059    0.001 C:\Users\ASUS\.conda\envs\env\lib\sre_parse.py:436(_parse_sub)
     1184    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
     1512    0.001    0.000    0.003    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\arrayprint.py:753(_extendLine_pretty)
      809    0.001    0.000    0.185    0.000 <frozen importlib._bootstrap_external>:1415(find_spec)
      430    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      140    0.001    0.000    1.302    0.009 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\engine\predictor.py:358(save_predicted_images)
       95    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\accessor.py:94(_create_delegator_property)
   1057/5    0.001    0.000    1.886    0.377 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
     3310    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:874(__enter__)
     4047    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
      974    0.001    0.000    0.104    0.000 {method 'extend' of 'list' objects}
     2275    0.001    0.000    0.001    0.000 {built-in method torch._C._has_torch_function_unary}
      720    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
     1389    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\functools.py:65(wraps)
      469    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\inspect.py:494(unwrap)
      668    0.001    0.000    0.003    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:880(__getitem__)
      154    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\autograd\grad_mode.py:268(__enter__)
      285    0.001    0.000    0.008    0.000 C:\Users\ASUS\.conda\envs\env\lib\pathlib.py:702(_from_parts)
        1    0.001    0.001    0.005    0.005 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\symbolic_opset9.py:1(<module>)
      720    0.001    0.000    0.026    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
       14    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\cfg\__init__.py:238(check_cfg)
     1080    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\autograd\grad_mode.py:183(__init__)
     2020    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\typing_extensions.py:176(_should_collect_from_parameters)
      127    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\sre_compile.py:292(_optimize_charset)
      140    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\colorama\ansitowin32.py:245(convert_osc)
   243/43    0.001    0.000    1.581    0.037 {built-in method builtins.__import__}
   154/14    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\arrayprint.py:369(_leading_trailing)
      123    0.001    0.000    0.011    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\models\_utils.py:95(kwonly_to_pos_or_kw)
       10    0.001    0.000    0.004    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_library\abstract_impl.py:18(register)
      980    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\parameter.py:8(__instancecheck__)
     2045    0.001    0.000    0.003    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:128(_type_convert)
     1026    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\enum.py:44(_is_private)
     2647    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
      116    0.001    0.000    0.001    0.000 {built-in method torch.empty}
       14    0.001    0.000    0.001    0.000 {mean}
        1    0.001    0.001    0.019    0.019 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\utils\files.py:85(increment_path)
      970    0.001    0.000    0.041    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
      114    0.001    0.000    0.001    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
      283    0.001    0.000    0.014    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:472(Optional)
      720    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
      720    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        9    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
        6    0.001    0.000    0.001    0.000 {built-in method torch.full}
      168    0.001    0.000   50.825    0.303 C:\Users\ASUS\.conda\envs\env\lib\site-packages\colorama\ansitowin32.py:193(write_plain_text)
       84    0.001    0.000    1.083    0.013 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\cuda\__init__.py:782(synchronize)
      957    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\pathlib.py:742(__str__)
       22    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
       28    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\colorama\win32.py:109(SetConsoleTextAttribute)
      810    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
      577    0.001    0.000    0.003    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\onnx\_internal\registration.py:213(register)
      814    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:351(__init__)
      722    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
      140    0.001    0.000    0.001    0.000 C:\Users\ASUS\AppData\Roaming\Python\Python39\site-packages\mss\screenshot.py:41(__array_interface__)
        1    0.001    0.001    0.003    0.003 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\distributed\_tensor\ops\pointwise_ops.py:2(<module>)
     2378    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\inspect.py:73(isclass)
      140    0.001    0.000    0.080    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\_tensor.py:923(unique)
      140    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\engine\results.py:97(__init__)
       34    0.001    0.000    0.001    0.000 {built-in method torch._C._jit_get_operation}
       69    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\ntpath.py:180(split)
        3    0.001    0.000    0.002    0.001 C:\Users\ASUS\.conda\envs\env\lib\inspect.py:326(getmembers)
     4733    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
      132    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      547    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\autograd\grad_mode.py:74(__init__)
      436    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\pathlib.py:715(_from_parsed_parts)
      198    0.001    0.000    0.001    0.000 {built-in method torch._C._log_api_usage_once}
      815    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\dataclasses.py:416(_field_init)
     1514    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\module.py:2313(children)
       57    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\module.py:1770(__delattr__)
      140    0.001    0.000    0.013    0.000 C:\Users\ASUS\AppData\Roaming\Python\Python39\site-packages\mss\base.py:43(__exit__)
       58    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\module.py:428(__init__)
      178    0.001    0.000    0.006    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:832(__getitem__)
      154    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\autograd\grad_mode.py:272(__exit__)
  825/507    0.001    0.000    0.018    0.000 {built-in method builtins.repr}
      421    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\pathlib.py:831(name)
     1545    0.001    0.000    0.005    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:466(<genexpr>)
4324/4098    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
       57    0.001    0.000    0.060    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\init.py:406(kaiming_uniform_)
      140    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torchvision\utils.py:612(_log_api_usage_once)
       33    0.001    0.000    0.011    0.000 C:\Users\ASUS\.conda\envs\env\lib\inspect.py:1998(_signature_fromstr)
      154    0.001    0.000   56.411    0.366 {method 'send' of 'generator' objects}
      293    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\enum.py:582(_find_data_type)
       14    0.001    0.000    0.016    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\utils\__init__.py:141(__str__)
      167    0.001    0.000    0.016    0.000 C:\Users\ASUS\.conda\envs\env\lib\dataclasses.py:539(_repr_fn)
       15    0.001    0.000    0.705    0.047 C:\Users\ASUS\.conda\envs\env\lib\site-packages\ultralytics\nn\autobackend.py:434(forward)
      540    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\autograd\grad_mode.py:83(__exit__)
     3270    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
     1512    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\numpy\core\arrayprint.py:1231(__call__)
      154    0.001    0.000   56.414    0.366 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\utils\_contextlib.py:24(generator_context)
      526    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:218(_deduplicate)
       66    0.001    0.000    0.085    0.001 C:\Users\ASUS\.conda\envs\env\lib\sre_compile.py:783(compile)
      270    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\util\_decorators.py:379(<listcomp>)
       56    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\logging\__init__.py:1514(findCaller)
      114    0.001    0.000    0.001    0.000 {built-in method _make_subclass}
       54    0.001    0.000    0.001    0.000 {built-in method torch._C._dispatch_has_kernel_for_dispatch_key}
     1026    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\enum.py:22(_is_dunder)
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._cuda_init}
        1    0.001    0.001    0.010    0.010 C:\Users\ASUS\.conda\envs\env\lib\site-packages\pandas\core\frame.py:509(DataFrame)
      299    0.001    0.000    0.002    0.000 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\module.py:2193(_named_members)
     4255    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
     2082    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\ntpath.py:34(_get_bothseps)
     2160    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      422    0.001    0.000    0.009    0.000 C:\Users\ASUS\.conda\envs\env\lib\pathlib.py:974(__truediv__)
     1088    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
      791    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\dataclasses.py:322(field)
      146    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\enum.py:618(_find_new_)
  765/482    0.001    0.000    0.024    0.000 C:\Users\ASUS\.conda\envs\env\lib\typing.py:352(__getitem__)
      146    0.001    0.000    0.003    0.000 C:\Users\ASUS\.conda\envs\env\lib\enum.py:164(__prepare__)
     1809    0.001    0.000    0.001    0.000 C:\Users\ASUS\.conda\envs\env\lib\inspect.py:2830(<genexpr>)
       57    0.001    0.000    0.062    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\nn\modules\conv.py:143(reset_parameters)
      140    0.001    0.000    0.077    0.001 C:\Users\ASUS\.conda\envs\env\lib\site-packages\torch\functional.py:760(_unique_impl)
